,Model,Prompt,Keywords,Type,Emotion,V,A,D,Valence,Arousal,Dominance,Emoji,Full_Prompt,Output
214,gpt_4,conversation,"friends, movie, yesterday",Emojis,embarrassed,,,,,,,😥,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😥 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😥
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",Its really sad that my friends went to the movie yesterday without me.
215,gpt_4,conversation,"friends, movie, yesterday",Emojis,guilty,,,,,,,😬,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😬 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😬
Keywords: 'friends', 'movie', 'yesterday'
Dialogue:",I felt awkward when my friends talked about the movie we saw yesterday.
216,gpt_4,conversation,"Italy, therapist, partner",Emotion,grateful,,,,,,,,,
217,gpt_4,conversation,"Italy, therapist, partner",Emotion,joyful,,,,,,,,,
218,gpt_4,conversation,"Italy, therapist, partner",Emotion,content,,,,,,,,,
219,gpt_4,conversation,"Italy, therapist, partner",Emotion,surprised,,,,,,,,,
220,gpt_4,conversation,"Italy, therapist, partner",Emotion,excited,,,,,,,,,
221,gpt_4,conversation,"Italy, therapist, partner",Emotion,impressed,,,,,,,,,
222,gpt_4,conversation,"Italy, therapist, partner",Emotion,proud,,,,,,,,,
223,gpt_4,conversation,"Italy, therapist, partner",Emotion,anxious,,,,,,,,,
224,gpt_4,conversation,"Italy, therapist, partner",Emotion,afraid,,,,,,,,,
225,gpt_4,conversation,"Italy, therapist, partner",Emotion,terrified,,,,,,,,,
226,gpt_4,conversation,"Italy, therapist, partner",Emotion,annoyed,,,,,,,,,
227,gpt_4,conversation,"Italy, therapist, partner",Emotion,angry,,,,,,,,,
228,gpt_4,conversation,"Italy, therapist, partner",Emotion,furious,,,,,,,,,
229,gpt_4,conversation,"Italy, therapist, partner",Emotion,sad,,,,,,,,,
230,gpt_4,conversation,"Italy, therapist, partner",Emotion,devastated,,,,,,,,,
231,gpt_4,conversation,"Italy, therapist, partner",Emotion,ashamed,,,,,,,,,
232,gpt_4,conversation,"Italy, therapist, partner",Emotion,embarrassed,,,,,,,,,
233,gpt_4,conversation,"Italy, therapist, partner",Emotion,guilty,,,,,,,,,
234,gpt_4,conversation,"Italy, therapist, partner",VAD,grateful,,,,Very High Valence,Moderate Arousal,Low Dominance,,,
235,gpt_4,conversation,"Italy, therapist, partner",VAD,joyful,,,,Very High Valence,High Arousal,High Dominance,,,
236,gpt_4,conversation,"Italy, therapist, partner",VAD,content,,,,Very High Valence,High Arousal,Very High Dominance,,,
237,gpt_4,conversation,"Italy, therapist, partner",VAD,surprised,,,,High Valence,Very High Arousal,Moderate Dominance,,,
238,gpt_4,conversation,"Italy, therapist, partner",VAD,excited,,,,Very High Valence,Very High Arousal,High Dominance,,,
239,gpt_4,conversation,"Italy, therapist, partner",VAD,impressed,,,,High Valence,High Arousal,Low Dominance,,,
240,gpt_4,conversation,"Italy, therapist, partner",VAD,proud,,,,Very High Valence,High Arousal,Very High Dominance,,,
241,gpt_4,conversation,"Italy, therapist, partner",VAD,anxious,,,,Moderate Valence,High Arousal,Moderate Dominance,,,
242,gpt_4,conversation,"Italy, therapist, partner",VAD,afraid,,,,Very Low Valence,Very High Arousal,Low Dominance,,,
243,gpt_4,conversation,"Italy, therapist, partner",VAD,terrified,,,,Very Low Valence,Very High Arousal,Low Dominance,,,
244,gpt_4,conversation,"Italy, therapist, partner",VAD,annoyed,,,,Low Valence,Moderate Arousal,Moderate Dominance,,,
245,gpt_4,conversation,"Italy, therapist, partner",VAD,angry,,,,Low Valence,High Arousal,High Dominance,,,
246,gpt_4,conversation,"Italy, therapist, partner",VAD,furious,,,,Low Valence,Very High Arousal,High Dominance,,,
247,gpt_4,conversation,"Italy, therapist, partner",VAD,sad,,,,Very Low Valence,Low Arousal,Low Dominance,,,
248,gpt_4,conversation,"Italy, therapist, partner",VAD,devastated,,,,Moderate Valence,High Arousal,Low Dominance,,,
249,gpt_4,conversation,"Italy, therapist, partner",VAD,ashamed,,,,Low Valence,Mid Arousal,Low Dominance,,,
250,gpt_4,conversation,"Italy, therapist, partner",VAD,embarrassed,,,,Low Valence,High Arousal,Low Dominance,,,
251,gpt_4,conversation,"Italy, therapist, partner",VAD,guilty,,,,Low Valence,High Arousal,Low Dominance,,,
252,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,grateful,2.5,0.0,-2.5,,,,,,
253,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,joyful,4.0,1.0,1.0,,,,,,
254,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,content,4.0,0.0,2.5,,,,,,
255,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,surprised,1.0,2.5,-2.5,,,,,,
256,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,excited,2.5,4.0,1.0,,,,,,
257,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,impressed,1.0,1.0,-4.0,,,,,,
258,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,proud,4.0,1.0,2.5,,,,,,
259,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,anxious,-1.0,2.5,-2.5,,,,,,
260,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,afraid,-5.0,2.5,-4.0,,,,,,
261,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,terrified,-5.0,4.0,-4.0,,,,,,
262,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,annoyed,-2.5,0.0,-1.0,,,,,,
263,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,angry,-5.0,2.5,0.0,,,,,,
264,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,furious,-4.0,4.0,1.0,,,,,,
265,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,sad,-4.0,-2.5,-4.0,,,,,,
266,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,devastated,-5.0,1.0,-2.5,,,,,,
267,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,ashamed,-3.0,-1.0,-4.0,,,,,,
268,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,embarrassed,-4.0,2.5,-2.5,,,,,,
269,gpt_4,conversation,"Italy, therapist, partner",VAD_Numeric,guilty,-4.0,0.0,-4.0,,,,,,
270,gpt_4,conversation,"Italy, therapist, partner",Emojis,grateful,,,,,,,😊,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😊 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😊
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",My therapist in Italy thinks my partner is wonderful!
271,gpt_4,conversation,"Italy, therapist, partner",Emojis,joyful,,,,,,,😁,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😁 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😁
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",Im thrilled that my partner and I will be seeing a therapist in Italy!
272,gpt_4,conversation,"Italy, therapist, partner",Emojis,content,,,,,,,😌,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😌 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😌
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",Its so comforting to know that my therapist is in Italy with my partner.
273,gpt_4,conversation,"Italy, therapist, partner",Emojis,surprised,,,,,,,😯,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😯 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😯
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",I cant believe my partner is moving to Italy to become a therapist!
274,gpt_4,conversation,"Italy, therapist, partner",Emojis,excited,,,,,,,😃,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😃 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😃
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",Visiting Italy with my partner and therapist made me so happy!
275,gpt_4,conversation,"Italy, therapist, partner",Emojis,impressed,,,,,,,🙂,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🙂 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🙂
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",Its great that my partner and I can see a therapist together in Italy.
276,gpt_4,conversation,"Italy, therapist, partner",Emojis,proud,,,,,,,🤩,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🤩 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🤩
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",Visiting Italy with my partner and therapist was absolutely thrilling!
277,gpt_4,conversation,"Italy, therapist, partner",Emojis,anxious,,,,,,,😃,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😃 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😃
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:","Im so happy that my partner and I are visiting Italy, and even my therapist thinks its a great idea!"
278,gpt_4,conversation,"Italy, therapist, partner",Emojis,afraid,,,,,,,😨,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😨 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😨
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",Im really scared because my partner needs to see a therapist in Italy.
279,gpt_4,conversation,"Italy, therapist, partner",Emojis,terrified,,,,,,,😱,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😱 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😱
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",I cant believe my partner is moving to Italy to become a therapist!
280,gpt_4,conversation,"Italy, therapist, partner",Emojis,annoyed,,,,,,,😒,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😒 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😒
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:","My partner suggested a therapist in Italy, which is just great."
281,gpt_4,conversation,"Italy, therapist, partner",Emojis,angry,,,,,,,😡,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😡 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😡
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",Im so angry that my partner talked to the therapist about our trip to Italy without me!
282,gpt_4,conversation,"Italy, therapist, partner",Emojis,furious,,,,,,,🤬,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🤬 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🤬
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",Im so furious that my partner spoke to the therapist about our issues while we were in Italy!
283,gpt_4,conversation,"Italy, therapist, partner",Emojis,sad,,,,,,,🙁,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🙁 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🙁
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",Its tough that my partner and I are seeing a therapist in Italy.
284,gpt_4,conversation,"Italy, therapist, partner",Emojis,devastated,,,,,,,😭,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😭 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😭
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",Its heartbreaking that my partner and I cant see our therapist in Italy.
285,gpt_4,conversation,"Italy, therapist, partner",Emojis,ashamed,,,,,,,😳,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😳 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😳
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",I cant believe my partner suggested we see a therapist in Italy!
286,gpt_4,conversation,"Italy, therapist, partner",Emojis,embarrassed,,,,,,,😥,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😥 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😥
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",Its really tough that my partner and I cant see our therapist since we moved to Italy.
287,gpt_4,conversation,"Italy, therapist, partner",Emojis,guilty,,,,,,,😬,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😬 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😬
Keywords: 'Italy', 'therapist', 'partner'
Dialogue:",Its awkward that my partner and I are seeing the same therapist in Italy.
288,gpt_4,conversation,"finals, semester, math",Emotion,grateful,,,,,,,,,
289,gpt_4,conversation,"finals, semester, math",Emotion,joyful,,,,,,,,,
290,gpt_4,conversation,"finals, semester, math",Emotion,content,,,,,,,,,
291,gpt_4,conversation,"finals, semester, math",Emotion,surprised,,,,,,,,,
292,gpt_4,conversation,"finals, semester, math",Emotion,excited,,,,,,,,,
293,gpt_4,conversation,"finals, semester, math",Emotion,impressed,,,,,,,,,
294,gpt_4,conversation,"finals, semester, math",Emotion,proud,,,,,,,,,
295,gpt_4,conversation,"finals, semester, math",Emotion,anxious,,,,,,,,,
296,gpt_4,conversation,"finals, semester, math",Emotion,afraid,,,,,,,,,
297,gpt_4,conversation,"finals, semester, math",Emotion,terrified,,,,,,,,,
298,gpt_4,conversation,"finals, semester, math",Emotion,annoyed,,,,,,,,,
299,gpt_4,conversation,"finals, semester, math",Emotion,angry,,,,,,,,,
300,gpt_4,conversation,"finals, semester, math",Emotion,furious,,,,,,,,,
301,gpt_4,conversation,"finals, semester, math",Emotion,sad,,,,,,,,,
302,gpt_4,conversation,"finals, semester, math",Emotion,devastated,,,,,,,,,
303,gpt_4,conversation,"finals, semester, math",Emotion,ashamed,,,,,,,,,
304,gpt_4,conversation,"finals, semester, math",Emotion,embarrassed,,,,,,,,,
305,gpt_4,conversation,"finals, semester, math",Emotion,guilty,,,,,,,,,
306,gpt_4,conversation,"finals, semester, math",VAD,grateful,,,,Very High Valence,Moderate Arousal,Low Dominance,,,
307,gpt_4,conversation,"finals, semester, math",VAD,joyful,,,,Very High Valence,High Arousal,High Dominance,,,
308,gpt_4,conversation,"finals, semester, math",VAD,content,,,,Very High Valence,High Arousal,Very High Dominance,,,
309,gpt_4,conversation,"finals, semester, math",VAD,surprised,,,,High Valence,Very High Arousal,Moderate Dominance,,,
310,gpt_4,conversation,"finals, semester, math",VAD,excited,,,,Very High Valence,Very High Arousal,High Dominance,,,
311,gpt_4,conversation,"finals, semester, math",VAD,impressed,,,,High Valence,High Arousal,Low Dominance,,,
312,gpt_4,conversation,"finals, semester, math",VAD,proud,,,,Very High Valence,High Arousal,Very High Dominance,,,
313,gpt_4,conversation,"finals, semester, math",VAD,anxious,,,,Moderate Valence,High Arousal,Moderate Dominance,,,
314,gpt_4,conversation,"finals, semester, math",VAD,afraid,,,,Very Low Valence,Very High Arousal,Low Dominance,,,
315,gpt_4,conversation,"finals, semester, math",VAD,terrified,,,,Very Low Valence,Very High Arousal,Low Dominance,,,
316,gpt_4,conversation,"finals, semester, math",VAD,annoyed,,,,Low Valence,Moderate Arousal,Moderate Dominance,,,
317,gpt_4,conversation,"finals, semester, math",VAD,angry,,,,Low Valence,High Arousal,High Dominance,,,
318,gpt_4,conversation,"finals, semester, math",VAD,furious,,,,Low Valence,Very High Arousal,High Dominance,,,
319,gpt_4,conversation,"finals, semester, math",VAD,sad,,,,Very Low Valence,Low Arousal,Low Dominance,,,
320,gpt_4,conversation,"finals, semester, math",VAD,devastated,,,,Moderate Valence,High Arousal,Low Dominance,,,
321,gpt_4,conversation,"finals, semester, math",VAD,ashamed,,,,Low Valence,Mid Arousal,Low Dominance,,,
322,gpt_4,conversation,"finals, semester, math",VAD,embarrassed,,,,Low Valence,High Arousal,Low Dominance,,,
323,gpt_4,conversation,"finals, semester, math",VAD,guilty,,,,Low Valence,High Arousal,Low Dominance,,,
324,gpt_4,conversation,"finals, semester, math",VAD_Numeric,grateful,2.5,0.0,-2.5,,,,,,
325,gpt_4,conversation,"finals, semester, math",VAD_Numeric,joyful,4.0,1.0,1.0,,,,,,
326,gpt_4,conversation,"finals, semester, math",VAD_Numeric,content,4.0,0.0,2.5,,,,,,
327,gpt_4,conversation,"finals, semester, math",VAD_Numeric,surprised,1.0,2.5,-2.5,,,,,,
328,gpt_4,conversation,"finals, semester, math",VAD_Numeric,excited,2.5,4.0,1.0,,,,,,
329,gpt_4,conversation,"finals, semester, math",VAD_Numeric,impressed,1.0,1.0,-4.0,,,,,,
330,gpt_4,conversation,"finals, semester, math",VAD_Numeric,proud,4.0,1.0,2.5,,,,,,
331,gpt_4,conversation,"finals, semester, math",VAD_Numeric,anxious,-1.0,2.5,-2.5,,,,,,
332,gpt_4,conversation,"finals, semester, math",VAD_Numeric,afraid,-5.0,2.5,-4.0,,,,,,
333,gpt_4,conversation,"finals, semester, math",VAD_Numeric,terrified,-5.0,4.0,-4.0,,,,,,
334,gpt_4,conversation,"finals, semester, math",VAD_Numeric,annoyed,-2.5,0.0,-1.0,,,,,,
335,gpt_4,conversation,"finals, semester, math",VAD_Numeric,angry,-5.0,2.5,0.0,,,,,,
336,gpt_4,conversation,"finals, semester, math",VAD_Numeric,furious,-4.0,4.0,1.0,,,,,,
337,gpt_4,conversation,"finals, semester, math",VAD_Numeric,sad,-4.0,-2.5,-4.0,,,,,,
338,gpt_4,conversation,"finals, semester, math",VAD_Numeric,devastated,-5.0,1.0,-2.5,,,,,,
339,gpt_4,conversation,"finals, semester, math",VAD_Numeric,ashamed,-3.0,-1.0,-4.0,,,,,,
340,gpt_4,conversation,"finals, semester, math",VAD_Numeric,embarrassed,-4.0,2.5,-2.5,,,,,,
341,gpt_4,conversation,"finals, semester, math",VAD_Numeric,guilty,-4.0,0.0,-4.0,,,,,,
342,gpt_4,conversation,"finals, semester, math",Emojis,grateful,,,,,,,😊,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😊 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😊
Keywords: 'finals', 'semester', 'math'
Dialogue:",Im so happy I passed my math finals this semester!
343,gpt_4,conversation,"finals, semester, math",Emojis,joyful,,,,,,,😁,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😁 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😁
Keywords: 'finals', 'semester', 'math'
Dialogue:",Im thrilled I aced my math finals this semester!
