,Model,Prompt,Keywords,Type,Emotion,V,A,D,Valence,Arousal,Dominance,Emoji,Full_Prompt,Output
340,gpt_4,conversation,"finals, semester, math",VAD_Numeric,embarrassed,-4.0,2.0,-2.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have -4 valence, 2 arousal and -2 dominance.",Im really dreading the math finals this semester; they make me feel completely overwhelmed and anxious.
341,gpt_4,conversation,"finals, semester, math",VAD_Numeric,guilty,-4.0,0.0,-4.0,,,,,"Now, you are a person conversing with another person. Speak a line of natural dialogue based on the following keywords. Just add connective words and do not add any new information to the output sentence.

'finals', 'semester', 'math'

The response should have -4 valence, 0 arousal and -4 dominance.",Im really dreading the math finals this semester; I feel completely overwhelmed and powerless about it.
342,gpt_4,conversation,"finals, semester, math",Emojis,grateful,,,,,,,😊,,
343,gpt_4,conversation,"finals, semester, math",Emojis,joyful,,,,,,,😁,,
344,gpt_4,conversation,"finals, semester, math",Emojis,content,,,,,,,😌,,
345,gpt_4,conversation,"finals, semester, math",Emojis,surprised,,,,,,,😯,,
346,gpt_4,conversation,"finals, semester, math",Emojis,excited,,,,,,,😃,,
347,gpt_4,conversation,"finals, semester, math",Emojis,impressed,,,,,,,🙂,,
348,gpt_4,conversation,"finals, semester, math",Emojis,proud,,,,,,,🤩,,
349,gpt_4,conversation,"finals, semester, math",Emojis,anxious,,,,,,,😃,,
350,gpt_4,conversation,"finals, semester, math",Emojis,afraid,,,,,,,😨,,
351,gpt_4,conversation,"finals, semester, math",Emojis,terrified,,,,,,,😱,,
352,gpt_4,conversation,"finals, semester, math",Emojis,annoyed,,,,,,,😒,,
353,gpt_4,conversation,"finals, semester, math",Emojis,angry,,,,,,,😡,,
354,gpt_4,conversation,"finals, semester, math",Emojis,furious,,,,,,,🤬,,
355,gpt_4,conversation,"finals, semester, math",Emojis,sad,,,,,,,🙁,,
356,gpt_4,conversation,"finals, semester, math",Emojis,devastated,,,,,,,😭,,
357,gpt_4,conversation,"finals, semester, math",Emojis,ashamed,,,,,,,😳,,
358,gpt_4,conversation,"finals, semester, math",Emojis,embarrassed,,,,,,,😥,,
359,gpt_4,conversation,"finals, semester, math",Emojis,guilty,,,,,,,😬,,
